[Header]	
System	TOC_TNb Standard	
S/W Version	1.00	
User		
Date/Time	7/21/2022 7:37:25 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Comments	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Rem.	SD Area	CV Area	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	NPOC	DOC_CMPS_KFP_0278		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 4:47:42 PM	1	1	NPOC	98.59	99.31	28.08	28.29	NPOC:28.29mg/L	NPOC:28.29mg/L	*******	0.8879	0.89	0.2529	0.89	8	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0278		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 4:50:50 PM	1	2	NPOC	99.03	99.31	28.21	28.29	NPOC:28.29mg/L	NPOC:28.29mg/L	*******	0.8879	0.89	0.2529	0.89	8	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0278		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 4:53:39 PM	1	3	NPOC	100.3	99.31	28.57	28.29	NPOC:28.29mg/L	NPOC:28.29mg/L	*******	0.8879	0.89	0.2529	0.89	8	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0279		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 5:01:34 PM	1	1	NPOC	40.76	41.35	11.61	11.78	NPOC:11.78mg/L	NPOC:11.78mg/L	*******	0.6004	1.45	0.1710	1.45	9	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0279		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 5:04:11 PM	1	2	NPOC	41.32	41.35	11.77	11.78	NPOC:11.78mg/L	NPOC:11.78mg/L	*******	0.6004	1.45	0.1710	1.45	9	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0279		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 5:06:48 PM	1	3	NPOC	41.96	41.35	11.95	11.78	NPOC:11.78mg/L	NPOC:11.78mg/L	*******	0.6004	1.45	0.1710	1.45	9	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0280		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 5:14:54 PM	1	1	NPOC	52.23	52.92	14.88	15.07	NPOC:15.07mg/L	NPOC:15.07mg/L	*******	0.9493	1.79	0.2704	1.79	10	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0280		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 5:17:38 PM	1	2	NPOC	52.52	52.92	14.96	15.07	NPOC:15.07mg/L	NPOC:15.07mg/L	*******	0.9493	1.79	0.2704	1.79	10	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0280		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 5:20:27 PM	1	3	NPOC	54.00	52.92	15.38	15.07	NPOC:15.07mg/L	NPOC:15.07mg/L	*******	0.9493	1.79	0.2704	1.79	10	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0281		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 5:28:39 PM	1	1	NPOC	86.00	86.44	24.50	24.62	NPOC:24.62mg/L	NPOC:24.62mg/L	*******	0.6108	0.71	0.1740	0.71	11	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0281		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 5:31:36 PM	1	2	NPOC	86.19	86.44	24.55	24.62	NPOC:24.62mg/L	NPOC:24.62mg/L	*******	0.6108	0.71	0.1740	0.71	11	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0281		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 5:34:21 PM	1	3	NPOC	87.14	86.44	24.82	24.62	NPOC:24.62mg/L	NPOC:24.62mg/L	*******	0.6108	0.71	0.1740	0.71	11	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0282		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 5:42:42 PM	1	1	NPOC	68.83	69.73	19.61	19.86	NPOC:19.86mg/L	NPOC:19.86mg/L	*******	0.7902	1.13	0.2251	1.13	12	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0282		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 5:45:49 PM	1	2	NPOC	70.05	69.73	19.95	19.86	NPOC:19.86mg/L	NPOC:19.86mg/L	*******	0.7902	1.13	0.2251	1.13	12	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0282		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 5:48:43 PM	1	3	NPOC	70.31	69.73	20.03	19.86	NPOC:19.86mg/L	NPOC:19.86mg/L	*******	0.7902	1.13	0.2251	1.13	12	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0283		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 5:57:09 PM	1	1	NPOC	91.35	92.01	26.02	26.21	NPOC:26.21mg/L	NPOC:26.21mg/L	*******	0.9856	1.07	0.2807	1.07	13	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0283		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 6:00:06 PM	1	2	NPOC	91.53	92.01	26.07	26.21	NPOC:26.21mg/L	NPOC:26.21mg/L	*******	0.9856	1.07	0.2807	1.07	13	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0283		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 6:02:58 PM	1	3	NPOC	93.14	92.01	26.53	26.21	NPOC:26.21mg/L	NPOC:26.21mg/L	*******	0.9856	1.07	0.2807	1.07	13	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0287		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 6:10:56 PM	1	1	NPOC	26.70	26.52	7.605	7.553	NPOC:7.553mg/L	NPOC:7.553mg/L	*******	0.1716	0.65	0.04887	0.65	17	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0287		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 6:13:52 PM	1	2	NPOC	26.36	26.52	7.508	7.553	NPOC:7.553mg/L	NPOC:7.553mg/L	*******	0.1716	0.65	0.04887	0.65	17	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0287		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 6:16:28 PM	1	3	NPOC	26.49	26.52	7.545	7.553	NPOC:7.553mg/L	NPOC:7.553mg/L	*******	0.1716	0.65	0.04887	0.65	17	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0288		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 6:24:21 PM	1	1	NPOC	23.93	24.30	6.816	6.922	NPOC:6.922mg/L	NPOC:6.922mg/L	*******	0.3236	1.33	0.09217	1.33	18	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0288		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 6:26:58 PM	1	2	NPOC	24.53	24.30	6.987	6.922	NPOC:6.922mg/L	NPOC:6.922mg/L	*******	0.3236	1.33	0.09217	1.33	18	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0288		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 6:29:31 PM	1	3	NPOC	24.44	24.30	6.961	6.922	NPOC:6.922mg/L	NPOC:6.922mg/L	*******	0.3236	1.33	0.09217	1.33	18	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0289		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 6:37:23 PM	1	1	NPOC	15.32	15.21	4.364	4.333	NPOC:4.333mg/L	NPOC:4.333mg/L	*******	0.1935	1.27	0.05511	1.27	19	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0289		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 6:39:51 PM	1	2	NPOC	14.99	15.21	4.270	4.333	NPOC:4.333mg/L	NPOC:4.333mg/L	*******	0.1935	1.27	0.05511	1.27	19	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0289		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 6:42:16 PM	1	3	NPOC	15.33	15.21	4.367	4.333	NPOC:4.333mg/L	NPOC:4.333mg/L	*******	0.1935	1.27	0.05511	1.27	19	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0290		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 6:50:14 PM	1	1	NPOC	17.25	17.05	4.913	4.857	NPOC:4.857mg/L	NPOC:4.857mg/L	*******	0.1823	1.07	0.05193	1.07	20	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0290		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 6:52:43 PM	1	2	NPOC	16.89	17.05	4.811	4.857	NPOC:4.857mg/L	NPOC:4.857mg/L	*******	0.1823	1.07	0.05193	1.07	20	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0290		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 6:55:20 PM	1	3	NPOC	17.02	17.05	4.848	4.857	NPOC:4.857mg/L	NPOC:4.857mg/L	*******	0.1823	1.07	0.05193	1.07	20	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 7:02:55 PM	1	1	NPOC	0.4489	0.4661	0.1279	0.1328	NPOC:0.1328mg/L	NPOC:0.1328mg/L	*******	0.06731	14.44	0.01917	14.44	81	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 7:05:03 PM	1	2	NPOC	0.4090	0.4661	0.1165	0.1328	NPOC:0.1328mg/L	NPOC:0.1328mg/L	*******	0.06731	14.44	0.01917	14.44	81	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 7:07:15 PM	1	3	NPOC	0.5403	0.4661	0.1539	0.1328	NPOC:0.1328mg/L	NPOC:0.1328mg/L	*******	0.06731	14.44	0.01917	14.44	81	0	50	1.000	
Unknown	NPOC	chk-std-10ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 7:15:11 PM	1	1	NPOC	32.96	33.33	9.388	9.493	NPOC:9.493mg/L	NPOC:9.493mg/L	*******	0.4104	1.23	0.1169	1.23	87	0	50	1.000	
Unknown	NPOC	chk-std-10ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 7:17:50 PM	1	2	NPOC	33.25	33.33	9.471	9.493	NPOC:9.493mg/L	NPOC:9.493mg/L	*******	0.4104	1.23	0.1169	1.23	87	0	50	1.000	
Unknown	NPOC	chk-std-10ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 7:20:36 PM	1	3	NPOC	33.77	33.33	9.619	9.493	NPOC:9.493mg/L	NPOC:9.493mg/L	*******	0.4104	1.23	0.1169	1.23	87	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0291		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 7:28:35 PM	1	1	NPOC	18.11	18.40	5.158	5.240	NPOC:5.240mg/L	NPOC:5.240mg/L	*******	0.2608	1.42	0.07429	1.42	21	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0291		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 7:31:14 PM	1	2	NPOC	18.46	18.40	5.258	5.240	NPOC:5.240mg/L	NPOC:5.240mg/L	*******	0.2608	1.42	0.07429	1.42	21	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0291		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 7:33:52 PM	1	3	NPOC	18.62	18.40	5.304	5.240	NPOC:5.240mg/L	NPOC:5.240mg/L	*******	0.2608	1.42	0.07429	1.42	21	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0292		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 7:41:45 PM	1	1	NPOC	28.79	27.49	8.200	7.831	NPOC:7.831mg/L	NPOC:7.831mg/L	*******	0.05508	0.20	0.01569	0.20	22	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0292		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 7:44:36 PM	1	2	NPOC	27.43	27.49	7.813	7.831	NPOC:7.831mg/L	NPOC:7.831mg/L	*******	0.05508	0.20	0.01569	0.20	22	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0292		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 7:47:21 PM	1	3	NPOC	27.53	27.49	7.842	7.831	NPOC:7.831mg/L	NPOC:7.831mg/L	*******	0.05508	0.20	0.01569	0.20	22	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0292		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 7:49:52 PM	1	4	NPOC	27.52	27.49	7.839	7.831	NPOC:7.831mg/L	NPOC:7.831mg/L	*******	0.05508	0.20	0.01569	0.20	22	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0293		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 7:57:30 PM	1	1	NPOC	13.42	14.00	3.823	3.987	NPOC:3.987mg/L	NPOC:3.987mg/L	*******	0.09238	0.66	0.02631	0.66	23	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0293		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 7:59:53 PM	1	2	NPOC	13.51	14.00	3.848	3.987	NPOC:3.987mg/L	NPOC:3.987mg/L	*******	0.09238	0.66	0.02631	0.66	23	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0293		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:02:26 PM	1	3	NPOC	14.05	14.00	4.002	3.987	NPOC:3.987mg/L	NPOC:3.987mg/L	*******	0.09238	0.66	0.02631	0.66	23	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0293		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:04:59 PM	1	4	NPOC	14.05	14.00	4.002	3.987	NPOC:3.987mg/L	NPOC:3.987mg/L	*******	0.09238	0.66	0.02631	0.66	23	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0293		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:07:21 PM	1	5	NPOC	13.89	14.00	3.956	3.987	NPOC:3.987mg/L	NPOC:3.987mg/L	*******	0.09238	0.66	0.02631	0.66	23	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0294		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:15:50 PM	1	1	NPOC	89.51	90.55	25.50	25.79	NPOC:25.79mg/L	NPOC:25.79mg/L	*******	1.459	1.61	0.4155	1.61	24	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0294		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:18:50 PM	1	2	NPOC	89.93	90.55	25.62	25.79	NPOC:25.79mg/L	NPOC:25.79mg/L	*******	1.459	1.61	0.4155	1.61	24	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0294		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:21:47 PM	1	3	NPOC	92.22	90.55	26.27	25.79	NPOC:25.79mg/L	NPOC:25.79mg/L	*******	1.459	1.61	0.4155	1.61	24	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0295		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:29:06 PM	1	1	NPOC	1.461	1.213	0.4161	0.3455	NPOC:0.3455mg/L	NPOC:0.3455mg/L	*******	0.02458	2.03	0.00700	2.03	25	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0295		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:31:13 PM	1	2	NPOC	1.185	1.213	0.3375	0.3455	NPOC:0.3455mg/L	NPOC:0.3455mg/L	*******	0.02458	2.03	0.00700	2.03	25	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0295		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:33:21 PM	1	3	NPOC	1.231	1.213	0.3506	0.3455	NPOC:0.3455mg/L	NPOC:0.3455mg/L	*******	0.02458	2.03	0.00700	2.03	25	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0295		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:35:28 PM	1	4	NPOC	1.223	1.213	0.3484	0.3455	NPOC:0.3455mg/L	NPOC:0.3455mg/L	*******	0.02458	2.03	0.00700	2.03	25	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0296		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:42:46 PM	1	1	NPOC	0.6126	0.6100	0.1745	0.1738	NPOC:0.1738mg/L	NPOC:0.1738mg/L	*******	0.00764	1.25	0.00218	1.25	26	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0296		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:44:54 PM	1	2	NPOC	0.6160	0.6100	0.1755	0.1738	NPOC:0.1738mg/L	NPOC:0.1738mg/L	*******	0.00764	1.25	0.00218	1.25	26	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0296		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:47:01 PM	1	3	NPOC	0.6014	0.6100	0.1713	0.1738	NPOC:0.1738mg/L	NPOC:0.1738mg/L	*******	0.00764	1.25	0.00218	1.25	26	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0297		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:54:40 PM	1	1	NPOC	19.53	19.61	5.563	5.585	NPOC:5.585mg/L	NPOC:5.585mg/L	*******	0.07095	0.36	0.02021	0.36	27	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0297		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:57:12 PM	1	2	NPOC	19.62	19.61	5.589	5.585	NPOC:5.585mg/L	NPOC:5.585mg/L	*******	0.07095	0.36	0.02021	0.36	27	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0297		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 8:59:57 PM	1	3	NPOC	19.67	19.61	5.603	5.585	NPOC:5.585mg/L	NPOC:5.585mg/L	*******	0.07095	0.36	0.02021	0.36	27	0	50	1.000	
