[Header]	
System	TOC_TNb Standard	
S/W Version	1.00	
User		
Date/Time	7/15/2022 1:36:45 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Comments	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Rem.	SD Area	CV Area	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	NPOC	DOC_CMPS_KFP_0015		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 10:45:17 PM	1	3	NPOC	15.56	14.24	4.357	3.987	NPOC:3.987mg/L	NPOC:3.987mg/L	*******	0.1572	1.10	0.04400	1.10	15	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0015		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 10:47:58 PM	1	4	NPOC	14.41	14.24	4.035	3.987	NPOC:3.987mg/L	NPOC:3.987mg/L	*******	0.1572	1.10	0.04400	1.10	15	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0015		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 10:50:33 PM	1	5	NPOC	14.10	14.24	3.948	3.987	NPOC:3.987mg/L	NPOC:3.987mg/L	*******	0.1572	1.10	0.04400	1.10	15	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0016		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 10:58:34 PM	1	1	NPOC	18.71	19.63	5.239	5.497	NPOC:5.497mg/L	NPOC:5.497mg/L	*******	0.8280	4.22	0.2318	4.22	16	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0016		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 11:03:41 PM	1	2	NPOC	22.01	19.63	6.163	5.497	NPOC:5.497mg/L	NPOC:5.497mg/L	T******	0.8280	4.22	0.2318	4.22	16	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0016		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 11:06:20 PM	1	3	NPOC	21.49	19.63	6.017	5.497	NPOC:5.497mg/L	NPOC:5.497mg/L	*******	0.8280	4.22	0.2318	4.22	16	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0016		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 11:09:03 PM	1	4	NPOC	19.88	19.63	5.566	5.497	NPOC:5.497mg/L	NPOC:5.497mg/L	*******	0.8280	4.22	0.2318	4.22	16	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0016		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 11:11:43 PM	1	5	NPOC	20.31	19.63	5.687	5.497	NPOC:5.497mg/L	NPOC:5.497mg/L	*******	0.8280	4.22	0.2318	4.22	16	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0017		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 11:19:37 PM	1	1	NPOC	16.59	17.52	4.645	4.905	NPOC:4.905mg/L	NPOC:4.905mg/L	*******	0.1825	1.04	0.05109	1.04	17	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0017		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 11:22:10 PM	1	2	NPOC	17.40	17.52	4.872	4.905	NPOC:4.905mg/L	NPOC:4.905mg/L	*******	0.1825	1.04	0.05109	1.04	17	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0017		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 11:24:42 PM	1	3	NPOC	17.43	17.52	4.880	4.905	NPOC:4.905mg/L	NPOC:4.905mg/L	*******	0.1825	1.04	0.05109	1.04	17	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0017		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 11:27:30 PM	1	4	NPOC	17.73	17.52	4.964	4.905	NPOC:4.905mg/L	NPOC:4.905mg/L	*******	0.1825	1.04	0.05109	1.04	17	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0018		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 11:35:14 PM	1	1	NPOC	24.80	28.51	6.944	7.983	NPOC:7.983mg/L	NPOC:7.983mg/L	*******	0.8199	2.88	0.2296	2.88	18	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0018		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 11:38:00 PM	1	2	NPOC	25.03	28.51	7.008	7.983	NPOC:7.983mg/L	NPOC:7.983mg/L	*******	0.8199	2.88	0.2296	2.88	18	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0018		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 11:43:08 PM	1	3	NPOC	29.25	28.51	8.190	7.983	NPOC:7.983mg/L	NPOC:7.983mg/L	T******	0.8199	2.88	0.2296	2.88	18	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0018		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 11:45:58 PM	1	4	NPOC	28.66	28.51	8.025	7.983	NPOC:7.983mg/L	NPOC:7.983mg/L	*******	0.8199	2.88	0.2296	2.88	18	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0018		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 11:48:42 PM	1	5	NPOC	27.63	28.51	7.736	7.983	NPOC:7.983mg/L	NPOC:7.983mg/L	*******	0.8199	2.88	0.2296	2.88	18	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0019		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 11:56:57 PM	1	1	NPOC	51.81	52.14	14.51	14.60	NPOC:14.60mg/L	NPOC:14.60mg/L	*******	0.3035	0.58	0.08499	0.58	19	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0019		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			6/30/2022 11:59:51 PM	1	2	NPOC	52.19	52.14	14.61	14.60	NPOC:14.60mg/L	NPOC:14.60mg/L	*******	0.3035	0.58	0.08499	0.58	19	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0019		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 12:03:19 AM	1	3	NPOC	52.41	52.14	14.67	14.60	NPOC:14.60mg/L	NPOC:14.60mg/L	*******	0.3035	0.58	0.08499	0.58	19	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0020		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 12:11:07 AM	1	1	NPOC	21.83	21.88	6.112	6.126	NPOC:6.126mg/L	NPOC:6.126mg/L	*******	0.2587	1.18	0.07242	1.18	20	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0020		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 12:13:46 AM	1	2	NPOC	24.13	21.88	6.756	6.126	NPOC:6.126mg/L	NPOC:6.126mg/L	*******	0.2587	1.18	0.07242	1.18	20	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0020		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 12:16:20 AM	1	3	NPOC	22.16	21.88	6.205	6.126	NPOC:6.126mg/L	NPOC:6.126mg/L	*******	0.2587	1.18	0.07242	1.18	20	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0020		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 12:18:57 AM	1	4	NPOC	21.65	21.88	6.062	6.126	NPOC:6.126mg/L	NPOC:6.126mg/L	*******	0.2587	1.18	0.07242	1.18	20	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0021		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 12:26:54 AM	1	1	NPOC	22.07	22.23	6.179	6.223	NPOC:6.223mg/L	NPOC:6.223mg/L	*******	0.3247	1.46	0.09091	1.46	21	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0021		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 12:29:33 AM	1	2	NPOC	22.01	22.23	6.163	6.223	NPOC:6.223mg/L	NPOC:6.223mg/L	*******	0.3247	1.46	0.09091	1.46	21	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0021		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 12:32:11 AM	1	3	NPOC	22.60	22.23	6.328	6.223	NPOC:6.223mg/L	NPOC:6.223mg/L	*******	0.3247	1.46	0.09091	1.46	21	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0022		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 12:40:07 AM	1	1	NPOC	14.86	14.91	4.161	4.176	NPOC:4.176mg/L	NPOC:4.176mg/L	*******	0.06110	0.41	0.01711	0.41	22	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0022		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 12:42:40 AM	1	2	NPOC	14.32	14.91	4.009	4.176	NPOC:4.176mg/L	NPOC:4.176mg/L	*******	0.06110	0.41	0.01711	0.41	22	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0022		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 12:45:12 AM	1	3	NPOC	14.98	14.91	4.194	4.176	NPOC:4.176mg/L	NPOC:4.176mg/L	*******	0.06110	0.41	0.01711	0.41	22	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0022		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 12:50:20 AM	1	4	NPOC	18.20	14.91	5.096	4.176	NPOC:4.176mg/L	NPOC:4.176mg/L	T******	0.06110	0.41	0.01711	0.41	22	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0022		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 12:53:06 AM	1	5	NPOC	14.90	14.91	4.172	4.176	NPOC:4.176mg/L	NPOC:4.176mg/L	*******	0.06110	0.41	0.01711	0.41	22	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0023		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 1:00:41 AM	1	1	NPOC	8.218	8.187	2.301	2.292	NPOC:2.292mg/L	NPOC:2.292mg/L	*******	0.1332	1.63	0.03730	1.63	23	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0023		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 1:03:05 AM	1	2	NPOC	8.041	8.187	2.251	2.292	NPOC:2.292mg/L	NPOC:2.292mg/L	*******	0.1332	1.63	0.03730	1.63	23	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0023		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 1:05:30 AM	1	3	NPOC	8.302	8.187	2.324	2.292	NPOC:2.292mg/L	NPOC:2.292mg/L	*******	0.1332	1.63	0.03730	1.63	23	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0024		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 1:13:36 AM	1	1	NPOC	17.93	16.81	5.020	4.706	NPOC:4.706mg/L	NPOC:4.706mg/L	*******	0.1901	1.13	0.05322	1.13	24	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0024		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 1:16:13 AM	1	2	NPOC	16.62	16.81	4.653	4.706	NPOC:4.706mg/L	NPOC:4.706mg/L	*******	0.1901	1.13	0.05322	1.13	24	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0024		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 1:18:45 AM	1	3	NPOC	16.80	16.81	4.704	4.706	NPOC:4.706mg/L	NPOC:4.706mg/L	*******	0.1901	1.13	0.05322	1.13	24	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0024		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 1:21:19 AM	1	4	NPOC	17.00	16.81	4.760	4.706	NPOC:4.706mg/L	NPOC:4.706mg/L	*******	0.1901	1.13	0.05322	1.13	24	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0025		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 1:28:41 AM	1	1	NPOC	2.105	2.088	0.5894	0.5846	NPOC:0.5846mg/L	NPOC:0.5846mg/L	*******	0.08972	4.30	0.02512	4.30	25	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0025		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 1:30:50 AM	1	2	NPOC	1.991	2.088	0.5575	0.5846	NPOC:0.5846mg/L	NPOC:0.5846mg/L	*******	0.08972	4.30	0.02512	4.30	25	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0025		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 1:32:58 AM	1	3	NPOC	2.168	2.088	0.6070	0.5846	NPOC:0.5846mg/L	NPOC:0.5846mg/L	*******	0.08972	4.30	0.02512	4.30	25	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0026		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 1:40:17 AM	1	1	NPOC	0.4032	1.946	0.1129	0.5450	NPOC:0.5450mg/L	NPOC:0.5450mg/L	*******	0.2991	15.37	0.08374	15.37	26	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0026		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 1:45:25 AM	1	2	NPOC	4.572	1.946	1.280	0.5450	NPOC:0.5450mg/L	NPOC:0.5450mg/L	T******	0.2991	15.37	0.08374	15.37	26	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0026		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 1:47:34 AM	1	3	NPOC	2.179	1.946	0.6101	0.5450	NPOC:0.5450mg/L	NPOC:0.5450mg/L	*******	0.2991	15.37	0.08374	15.37	26	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0026		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 1:49:42 AM	1	4	NPOC	1.609	1.946	0.4505	0.5450	NPOC:0.5450mg/L	NPOC:0.5450mg/L	*******	0.2991	15.37	0.08374	15.37	26	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0026		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 1:51:52 AM	1	5	NPOC	2.051	1.946	0.5743	0.5450	NPOC:0.5450mg/L	NPOC:0.5450mg/L	*******	0.2991	15.37	0.08374	15.37	26	0	50	1.000	
Unknown	NPOC	chk-std-10ppm		C:\TOC-L\Methods\COMPASS_NPOC_v2_Jun2022.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 2:02:37 AM	1	1	NPOC	37.28	37.39	10.44	10.47	NPOC:10.47mg/L	NPOC:10.47mg/L	T******	0.6619	1.77	0.1853	1.77	82	0	50	1.000	
Unknown	NPOC	chk-std-10ppm		C:\TOC-L\Methods\COMPASS_NPOC_v2_Jun2022.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 2:05:47 AM	1	2	NPOC	38.10	37.39	10.67	10.47	NPOC:10.47mg/L	NPOC:10.47mg/L	*******	0.6619	1.77	0.1853	1.77	82	0	50	1.000	
Unknown	NPOC	chk-std-10ppm		C:\TOC-L\Methods\COMPASS_NPOC_v2_Jun2022.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 2:08:57 AM	1	3	NPOC	36.79	37.39	10.30	10.47	NPOC:10.47mg/L	NPOC:10.47mg/L	*******	0.6619	1.77	0.1853	1.77	82	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0027		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 2:16:44 AM	1	1	NPOC	6.787	7.335	1.900	2.054	NPOC:2.054mg/L	NPOC:2.054mg/L	*******	0.1869	2.55	0.05232	2.55	27	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0027		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 2:19:10 AM	1	2	NPOC	7.752	7.335	2.170	2.054	NPOC:2.054mg/L	NPOC:2.054mg/L	*******	0.1869	2.55	0.05232	2.55	27	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0027		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 2:21:30 AM	1	3	NPOC	7.531	7.335	2.109	2.054	NPOC:2.054mg/L	NPOC:2.054mg/L	*******	0.1869	2.55	0.05232	2.55	27	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0027		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 2:23:48 AM	1	4	NPOC	7.159	7.335	2.004	2.054	NPOC:2.054mg/L	NPOC:2.054mg/L	*******	0.1869	2.55	0.05232	2.55	27	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0027		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 2:26:09 AM	1	5	NPOC	7.314	7.335	2.048	2.054	NPOC:2.054mg/L	NPOC:2.054mg/L	*******	0.1869	2.55	0.05232	2.55	27	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0028		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 2:34:12 AM	1	1	NPOC	11.96	13.86	3.349	3.880	NPOC:3.880mg/L	NPOC:3.880mg/L	*******	0.6274	4.53	0.1757	4.53	28	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0028		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 2:37:58 AM	1	2	NPOC	14.58	13.86	4.082	3.880	NPOC:3.880mg/L	NPOC:3.880mg/L	*******	0.6274	4.53	0.1757	4.53	28	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0028		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 2:40:26 AM	1	3	NPOC	11.61	13.86	3.251	3.880	NPOC:3.880mg/L	NPOC:3.880mg/L	*******	0.6274	4.53	0.1757	4.53	28	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0028		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 2:43:30 AM	1	4	NPOC	13.46	13.86	3.769	3.880	NPOC:3.880mg/L	NPOC:3.880mg/L	*******	0.6274	4.53	0.1757	4.53	28	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0028		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 2:46:15 AM	1	5	NPOC	13.53	13.86	3.788	3.880	NPOC:3.880mg/L	NPOC:3.880mg/L	*******	0.6274	4.53	0.1757	4.53	28	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0029		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_06_30_12_20_49.cal	1.00			7/1/2022 2:53:49 AM	1	1	NPOC	6.803	7.216	1.905	2.020	NPOC:2.020mg/L	NPOC:2.020mg/L	*******	0.1417	1.96	0.03969	1.96	29	1	50	1.000	
